ID	WT_GpB_1	WT_GpB_2	WT_GpA_1	WT_GpA_2	WT_GpA_3	WT_GpA_4	WT_GpA_5	WT_GpA_6	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
NUDT9	337	261	430	304	284	278	295	335	125	107	114	66	73	71	78	62
NUFIP1	269	281	170	199	179	262	245	135	88	91	47	47	57	83	70	22
NUFIP2	8811	5216	5646	2432	5130	4021	5721	4519	569	313	720	546	689	549	554	590
NUMA1	5151	3878	10989	7728	6098	6873	6762	9100	1695	1116	1832	1110	999	939	997	1841
NUMB	1805	1333	2887	1618	3269	1722	1619	1381	371	238	466	232	538	232	203	230
NUP107	2301	2588	1427	1399	1363	1915	1738	1431	446	815	382	451	444	603	356	339
NUP133	2739	1568	2229	1231	1115	2439	2490	2071	581	519	543	412	296	544	498	471
NUP153	3704	3323	3531	3293	3606	4272	3739	3463	1078	915	1009	879	1158	1004	1003	763
NUP155	959	1169	1027	1281	1278	1955	1326	1382	465	598	407	539	568	627	428	404
NUP160	2257	1933	2303	1959	2527	2780	2358	1765	709	723	696	551	748	729	582	418
NUP188	3292	2460	6106	6778	7810	6422	6145	4886	1452	1029	1491	1179	1783	1245	1257	1114
NUP205	3410	2636	3606	4107	3372	5722	4227	3502	1289	1142	1021	1199	1010	1479	1049	1005
NUP210	9942	8533	18337	12578	9883	17047	18164	13018	4631	3042	5152	2912	2207	3737	4058	5072
NUP214	1533	1397	3251	2840	2433	3102	3060	2446	692	464	868	552	576	689	621	806
NUP35	431	298	241	329	244	390	329	271	157	103	96	72	79	86	49	53
NUP37	656	801	643	1108	768	1171	971	714	264	374	162	319	239	271	147	196
NUP43	1135	1011	1477	1102	1221	1605	1409	1481	228	320	221	207	221	219	140	176
NUP50	3192	3329	2620	1452	2479	2229	2291	2281	310	581	221	370	311	434	340	188
NUP54	1195	961	808	604	899	715	978	825	146	154	132	121	179	119	97	106
NUP62	3245	1994	3151	8599	3843	4282	3118	3854	1120	540	677	1139	876	1019	667	981
NUP85	1386	866	2317	2102	1584	2827	2450	2133	459	316	329	281	212	346	292	338
NUP88	1989	1454	2496	2508	3041	2592	2855	2264	561	468	557	460	697	491	668	402
NUP93	2625	1542	3652	4004	3301	3753	3381	2847	922	775	812	688	737	788	653	568
NUP98	3268	3604	4947	4118	4803	4338	4974	3156	1358	1746	1384	1146	1518	1162	1304	993
NUPL1	1385	1716	1105	1420	1452	1582	1566	1242	303	329	278	276	342	250	314	222
NUPL2	638	519	612	440	531	502	597	477	126	84	117	119	121	104	159	158
NUS1	1342	1627	752	612	766	732	695	610	111	205	67	135	90	160	155	60
NUSAP1	551	2478	496	1405	1747	1801	679	2646	151	666	175	496	386	346	71	479
NUTF2	1172	888	1002	1470	1096	1278	1278	1195	292	377	321	280	248	345	214	325
NVL	1039	746	1109	1058	1085	1258	1028	813	215	179	159	200	195	217	183	138
NXF1	1850	1474	3438	2624	2190	2637	2889	2246	498	297	489	296	372	367	307	306
NXPE3	1389	872	1460	809	1016	1223	1183	1420	22	21	57	56	65	61	84	91
NXT1	533	390	912	711	687	829	829	860	107	84	76	80	58	80	83	95
NXT2	551	564	284	320	346	383	426	534	40	59	41	52	40	48	53	49
OARD1	663	536	673	474	587	722	640	553	55	82	77	70	67	68	85	95
OAS1	222	363	1004	818	1606	403	742	1930	91	157	340	209	317	90	150	440
OAS2	496	795	1803	1734	1640	1625	3083	3536	159	232	258	304	217	199	307	407
OAS3	762	2187	3268	2576	2671	4376	3787	1509	270	588	336	343	361	561	478	200
OAT	556	642	768	670	1149	1107	1434	546	208	287	145	154	219	260	191	58
OAZ1	16203	8651	20457	30805	21180	18326	17133	9921	2057	758	2041	1537	2574	1927	2948	1397
OAZ2	1863	1087	2935	4798	2042	3511	3595	1728	327	258	161	293	202	266	299	127
OBFC1	439	460	903	491	435	773	815	1014	38	73	66	43	38	63	116	115
OCEL1	187	253	280	251	181	341	226	503	47	57	40	25	20	28	26	63
OCIAD1	2991	2379	2930	1691	2774	2758	2941	2142	456	484	534	323	439	429	237	341
OCIAD2	627	334	675	602	582	731	717	939	90	86	87	61	50	65	57	100
ODC1	5006	5384	5236	10768	8452	8955	8739	6345	389	660	291	803	655	679	918	533
ODF2	1318	1124	1981	2842	1926	2437	2132	2030	289	352	243	405	306	351	339	314
ODF3B	45	162	75	164	69	82	105	34	48	57	53	51	57	81	159	48
OFD1	1443	1176	1166	505	611	756	899	1222	262	176	326	259	227	248	260	348
OGDH	3983	3411	7364	9671	4714	6102	6178	8136	1922	1570	1964	1771	1429	1759	1802	2174
OGFOD1	1443	1087	2145	1532	2011	1962	1901	1599	329	451	428	271	378	337	350	289
OGFOD2	279	312	386	472	302	370	319	399	92	94	50	89	46	69	48	90
OGFOD3	474	347	624	619	386	501	581	516	54	47	53	50	39	81	83	75
OGFR	2461	1031	2643	2591	1827	1873	2289	1537	1021	357	536	374	256	368	473	317
OGG1	349	338	521	373	487	517	456	654	106	70	105	81	82	88	68	137
OGT	9303	6236	10145	5469	9080	8484	9003	7219	1356	1082	1971	986	1676	1205	1233	1104
OLA1	2614	2066	1583	1785	2089	2164	1940	1258	361	449	246	335	336	386	394	201
OMA1	598	564	535	211	372	395	505	427	91	107	133	83	111	123	244	109
OPA1	2731	3236	1425	709	1480	1127	1671	1194	398	499	344	304	426	321	422	222
OPN3	338	437	473	480	542	371	274	340	55	44	92	71	167	118	122	78
OPTN	972	763	1485	730	1536	752	850	872	200	215	255	274	408	245	345	268
ORAI1	837	670	749	1880	1599	768	1107	739	247	174	212	222	339	206	332	169
ORAI2	2918	2363	2732	4651	7709	2057	4074	2772	121	102	96	200	272	103	124	163
ORAI3	917	410	1125	925	690	671	764	766	118	44	119	71	69	74	77	101
ORC1	90	542	196	875	677	1160	280	968	23	191	45	200	132	224	59	201
ORC2	1372	693	1168	1051	901	1150	1438	1574	176	152	184	133	181	179	163	182
ORC3	1249	977	826	366	805	705	567	802	206	201	229	123	185	154	103	125
ORC4	1097	773	700	498	685	609	633	635	165	101	124	104	153	107	59	61
ORC5	1016	633	686	1652	936	1068	1121	914	107	99	77	104	105	84	38	79
ORC6	314	819	557	854	690	1459	537	1139	49	139	45	130	97	148	31	86
ORMDL1	1145	906	1121	722	880	993	1130	831	103	85	135	66	86	70	60	100
ORMDL2	350	434	328	649	275	336	402	354	246	239	175	137	120	126	122	153
ORMDL3	2686	1364	4228	2478	2986	1861	2943	3631	287	176	348	161	205	125	161	188
OS9	4260	3619	6043	4773	4633	3918	4661	4574	1268	1182	832	816	648	644	619	878
OSBP	2205	1641	2811	2791	3319	2484	2844	2379	431	456	423	382	527	374	446	332
OSBPL10	2571	722	3218	1418	1911	2101	2002	1871	359	95	407	150	178	202	168	243
OSBPL11	933	830	926	401	1048	534	717	831	64	107	136	88	168	75	106	114
OSBPL2	726	591	1260	685	1259	736	903	774	141	143	182	100	156	103	132	111
OSBPL3	733	894	353	1228	1804	712	287	582	99	114	38	209	140	63	41	79
OSBPL7	283	179	433	571	221	287	440	576	51	41	65	65	26	40	59	142
OSBPL8	2549	5092	1196	805	1301	1299	1242	1701	354	564	323	407	374	355	365	328
OSBPL9	3106	2470	2448	1989	2280	1816	2558	1836	364	308	358	346	380	365	455	284
OSER1	1823	926	1861	1203	1893	1864	1751	1156	261	204	319	185	294	240	270	176
OSGEP	718	562	1434	853	749	966	756	727	180	203	207	168	159	232	242	127
OSGEPL1	309	179	264	159	193	301	275	334	50	28	37	22	23	30	37	25
OSGIN2	1595	1387	837	612	965	814	1098	903	86	101	70	106	84	78	139	92
OST4	1098	1214	1072	1764	978	1022	1068	1046	1483	526	631	417	370	355	276	340
OSTC	1117	1231	894	985	1541	1252	1270	925	313	463	277	351	371	310	388	187
OSTF1	2759	2411	3191	2583	3344	2456	2420	2686	703	1160	511	436	663	379	246	340
OSTM1	858	815	553	200	1017	255	341	439	51	138	98	68	165	52	49	66
OTUB1	1585	1165	2020	2805	1584	1703	2121	1805	1125	727	773	713	492	584	701	608
OTUD1	258	265	563	143	394	210	263	147	53	55	97	45	88	56	63	45
OTUD4	3183	2803	2120	1486	2643	1884	3320	1957	150	208	219	325	345	243	330	194
OTUD5	2451	1536	3678	5058	3781	2906	3636	3340	660	317	526	522	481	342	445	500
OTUD6B	1412	1189	617	451	485	711	794	451	80	146	83	81	131	126	103	53
OTUD7B	1100	324	1024	1782	1246	1548	868	301	222	60	116	175	195	181	172	55
OTULIN	3892	1962	4196	3975	9132	5696	6675	1729	269	274	213	375	630	416	395	122
OXA1L	3326	2775	4210	3391	4058	4869	4537	2510	643	469	823	447	868	996	1279	573
OXCT1	1618	1570	1282	1393	1810	1883	1677	948	198	235	174	202	273	238	225	131
OXLD1	200	215	461	217	271	301	241	290	28	39	37	37	46	56	73	77
OXNAD1	301	262	304	360	461	763	697	260	38	40	32	43	44	86	107	50
OXR1	828	449	427	228	358	278	385	461	100	57	104	80	115	66	75	75
OXSM	289	189	501	221	377	334	487	244	41	40	52	26	48	48	54	29
OXSR1	3566	2062	3709	2504	3442	3578	4318	2241	463	330	361	231	288	244	226	185
P2RX4	614	1297	1407	1057	682	1340	1022	749	114	233	140	104	101	132	191	122
P2RX5	73	129	63	441	2462	71	130	186	36	70	32	234	729	38	59	63
P2RX7	94	847	990	420	3783	837	685	598	30	248	237	97	690	148	83	118
P2RY10	2356	994	1788	573	1136	1220	1440	816	723	353	866	246	470	522	464	312
P3H1	787	481	901	1960	1006	935	992	997	152	109	133	158	118	133	147	162
P4HA1	1670	1026	1052	591	663	792	789	480	286	427	148	211	156	194	188	96
P4HA2	297	536	1044	313	119	470	1318	735	136	356	151	58	26	119	256	139
P4HB	6612	6367	12645	10843	14191	10209	12944	11460	1133	1370	988	1638	1475	1186	1400	1584
P4HTM	598	267	1044	378	483	740	610	524	151	82	216	96	106	175	160	158
PA2G4	4495	5924	4048	9187	4150	8562	6708	4580	810	1991	424	1138	522	1193	903	535
PAAF1	544	214	742	514	694	838	763	513	155	71	85	63	89	73	81	59
PABPC1	88511	88612	57649	72787	57614	74943	86668	49008	2369	2870	3593	7232	7863	10954	23062	6540
PABPC1L	167	301	278	215	249	317	198	154	27	22	66	36	70	56	51	66
PABPC3	1299	698	798	1444	790	941	1420	663	100	322	236	1404	653	1742	4513	619
PABPC4	6141	5247	7661	6232	10962	7817	8939	3922	356	505	644	769	1477	1038	1570	705
PABPN1	88	143	213	229	149	131	157	124	215	217	108	138	84	154	187	95
PACS1	3560	2509	7856	4995	6133	4396	5208	5636	670	580	1047	750	982	598	574	987
PACS2	855	654	1193	1682	911	929	1076	724	86	66	104	127	121	146	161	128
PACSIN2	1069	1351	1955	3917	5313	1804	1971	2487	251	362	263	416	553	184	189	275
PAF1	2196	1212	3637	2839	3471	2775	2432	2351	604	387	556	397	464	393	369	430
PAFAH1B1	7662	4290	7421	5348	6232	5556	6843	4347	829	665	566	694	692	589	598	389
PAFAH1B2	3066	1833	3374	2482	2802	2828	2964	2361	675	422	378	381	327	313	226	274
PAFAH1B3	433	261	440	515	347	466	425	347	102	59	91	109	99	104	158	141
PAFAH2	311	189	594	396	579	359	338	391	42	30	54	24	43	25	26	33
PAGR1	693	651	891	1470	2474	894	717	1413	47	56	39	124	117	52	52	96
PAICS	5329	7113	3791	5739	5193	8414	7000	5112	964	1961	577	954	724	1183	856	644
PAIP1	1197	920	756	664	580	820	947	600	302	345	249	125	152	250	302	144
PAIP2	3547	1791	2620	2765	2580	2345	2542	1959	644	519	551	421	616	468	197	337
PAK1	2924	2548	5899	6673	2276	10708	4725	2208	535	510	381	520	267	1162	576	306
PAK1IP1	856	811	511	444	484	745	771	453	150	175	107	115	130	181	165	94
PAK2	5349	3666	5656	3720	6510	4359	6508	4853	1058	1094	901	764	1004	605	975	559
PAK4	350	187	331	708	352	454	401	332	58	39	43	73	47	75	52	68
PALB2	536	807	459	303	434	432	495	575	99	118	134	103	122	145	176	112
PAM	76	277	550	868	660	171	393	2563	77	61	67	161	22	131	231	153
PAN2	585	838	1323	774	641	981	907	1203	119	212	190	133	113	192	141	252
PAN3	4162	1739	3038	1412	1704	2842	2943	1777	304	125	443	249	275	388	420	280
PANK2	1342	910	1799	1077	1141	1540	1196	1424	321	233	303	207	178	231	245	247
PANK3	1259	1755	1070	597	1017	656	1101	1081	103	204	128	193	193	131	132	175
PANK4	646	374	1210	661	623	797	787	711	252	153	315	153	167	221	224	231
PANX1	473	587	902	390	598	654	639	448	60	118	101	53	73	80	92	65
PAOX	473	175	704	595	603	621	734	346	108	47	98	85	85	109	141	68
PAPD4	2884	2287	1875	1151	1871	1573	2118	1654	142	237	244	134	295	179	283	137
PAPD5	1704	1000	969	653	923	888	955	683	150	135	175	137	152	93	165	157
PAPD7	1394	1351	1759	1325	2014	1297	1981	1285	58	78	97	105	126	79	106	108
PAPOLA	6104	5721	4185	3371	3380	3421	4272	4287	319	237	332	324	363	210	376	426
PAPOLG	1053	650	721	758	808	678	962	811	178	153	182	135	157	128	134	132
PAPSS1	2238	1292	3515	1374	1103	2055	2017	1993	949	780	704	395	347	561	467	426
PAQR7	575	528	751	1012	519	1165	1086	684	92	48	62	75	46	78	91	102
PAQR8	908	354	1426	599	1099	1796	1234	232	158	66	106	64	135	183	118	32
PARG	731	585	461	527	650	481	563	522	146	183	144	183	142	167	218	135
PARK7	4980	3807	4855	5223	3735	5983	5098	3366	1816	1665	1175	867	914	1376	917	692
PARL	988	715	1341	1162	1413	1200	1068	1151	83	103	88	132	138	122	189	122
PARN	1969	1672	2211	1438	1544	1865	2166	1923	446	469	455	314	364	368	330	328
PARP1	36627	9680	65910	30528	24645	52341	48105	19683	11808	3752	8577	4318	4387	8338	9121	3268
PARP10	1455	1049	3414	2221	1865	2055	2134	2438	385	196	546	311	288	380	355	601
PARP11	697	664	499	668	438	670	1090	665	44	48	24	47	36	55	45	29
PARP12	1314	1913	2974	2310	1899	2490	3599	1980	331	519	463	361	342	409	755	439
PARP14	9209	7342	8324	8551	6232	7809	19972	10994	1775	1230	2624	2699	1806	2130	4281	3120
PARP15	2141	1173	3726	906	2067	1359	1987	2977	188	68	557	132	251	126	206	316
PARP16	181	191	251	307	205	347	337	271	51	41	50	60	47	82	81	58
PARP2	363	466	419	509	622	789	371	366	85	138	68	101	119	136	64	93
PARP3	652	449	1354	884	738	1158	1274	1679	183	87	353	159	179	295	414	440
PARP4	3535	2259	4318	1826	3350	2435	2488	3861	1390	989	1480	761	1050	833	650	927
PARP6	1476	984	2666	1364	1523	1647	2793	1144	45	28	90	62	115	107	254	69
PARP8	375	531	423	353	356	558	343	723	33	60	77	75	82	100	81	125
PARP9	1471	1479	3794	4543	2716	3656	9416	10584	231	360	619	783	418	592	1140	1475
PARVB	3462	1513	4155	3143	3229	3001	4431	1100	479	266	246	180	285	235	395	126
PARVG	1186	278	2519	1017	563	1542	835	2538	412	122	602	169	109	324	185	618
PASK	5608	2912	9302	2595	2244	6106	7660	6999	1288	731	1138	379	283	732	1003	1217
PATL1	2516	2198	3937	3561	4975	3831	4817	2819	292	293	360	439	608	436	536	315
PATL2	634	615	1358	475	402	737	642	2210	73	75	231	81	65	116	105	420
PATZ1	1196	761	1690	1616	824	1574	1791	1903	190	131	146	161	78	137	146	256
PAWR	477	388	277	224	57	441	516	635	82	90	70	83	23	102	108	161
PAX5	22824	9132	39094	23259	22705	29207	36552	26338	1610	529	1421	779	857	920	893	1020
PAXBP1	2008	1493	1179	808	865	951	1117	1211	125	111	190	175	176	192	214	237
PAXIP1	881	670	918	1140	810	1505	901	684	183	112	158	167	217	298	228	157
PBDC1	887	545	744	690	817	637	754	393	393	301	286	232	373	267	232	135
PBRM1	3690	2907	2157	1968	2212	2290	2828	1955	647	665	623	712	697	627	763	547
PBX2	1256	944	1569	1643	1148	1189	1319	1362	131	103	198	143	151	182	198	114
PBX3	840	703	1306	505	785	576	648	1144	45	70	127	45	76	71	94	137
PBXIP1	2125	1017	3213	1834	2973	1670	1985	2612	332	237	337	171	191	132	137	298
PCBD1	296	360	406	455	292	427	358	347	87	80	59	63	53	72	93	65
PCBP1	6911	5487	9778	12502	8503	7702	8539	7124	5461	3260	4049	3488	3816	3475	3769	3072
PCBP2	13748	15317	17158	28316	15107	17751	19242	20224	2338	3720	2172	3165	2801	2802	3522	2481
PCCA	129	136	162	120	128	186	254	212	45	46	66	55	50	67	87	119
PCCB	1062	1040	1611	1740	1778	2621	2459	2192	313	386	251	297	311	414	380	341
PCED1A	441	415	639	469	415	451	539	582	42	22	108	60	77	104	106	169
PCED1B	2518	987	3727	1780	3862	1882	2909	1513	668	259	821	277	763	339	563	371
PCF11	4591	2987	3464	1677	2099	2209	2728	2088	676	419	851	582	745	632	726	548
PCGF1	350	197	455	502	545	503	402	275	96	65	119	71	90	102	115	99
PCGF5	13566	8028	11853	3601	2527	5460	7886	13385	701	340	688	380	207	391	735	640
PCID2	1360	851	1952	1107	1408	1683	2021	1382	258	178	233	149	145	204	153	211
PCIF1	1442	935	2430	2358	1641	1863	2411	2643	209	170	323	263	223	288	399	472
PCK2	2650	2894	4847	2644	4851	5173	3194	1615	761	871	824	437	834	944	648	322
PCM1	3756	4244	2733	1018	2549	1352	1343	1572	860	797	1089	701	1487	828	635	563
PCMT1	1784	963	2154	1906	2563	1875	2018	1329	272	228	321	278	345	236	248	248
PCMTD1	2973	1597	2139	572	1302	1144	1395	1501	145	125	246	121	213	166	226	181
PCMTD2	1293	1450	1473	634	963	987	1234	1528	92	164	125	101	93	112	120	163
PCNA	2131	5885	2666	7081	4070	10594	2606	7804	1460	3659	1359	3157	1778	4114	486	2153
PCNP	4873	3235	2502	2112	2819	3107	3263	2525	369	395	256	315	249	360	423	253
PCNT	3676	2723	5440	2032	2157	3037	3285	4685	671	630	778	384	279	446	414	674
PCNX	5728	4626	6844	3693	3754	6646	10964	4552	491	404	1223	554	583	898	1355	896
PCNXL3	1469	1250	2277	3367	1636	2129	3461	2429	341	229	419	357	258	295	354	470
PCNXL4	1548	964	1307	490	798	995	1377	801	38	52	114	80	116	137	235	88
PCSK7	1473	773	2121	2436	2163	1930	2337	2049	146	93	227	184	205	178	162	251
PCYOX1	405	469	564	188	620	386	376	389	55	88	124	41	104	48	34	57
PCYOX1L	308	415	561	483	408	704	555	276	97	69	69	60	61	71	51	51
PCYT1A	1188	640	2639	1588	1458	2097	3257	1506	364	215	303	230	217	246	315	190
PCYT2	740	641	1044	938	593	762	828	907	129	136	115	103	81	125	136	133
PDAP1	2183	2121	3214	2988	1913	2835	2709	1963	475	565	313	375	212	452	383	251
PDCD10	2044	1143	1351	1335	1716	1308	1654	1100	385	514	584	379	631	628	259	332
PDCD11	2078	2130	3831	3876	4357	4353	4278	2291	657	652	573	631	803	753	709	453
PDCD2	1562	1224	1807	1394	1628	1648	2034	1444	196	157	175	206	231	244	432	224
PDCD2L	439	286	393	728	350	485	642	427	150	133	89	137	94	143	180	133
PDCD4	15557	10661	25102	3813	6080	12883	20459	6832	3252	3911	6269	1297	1713	3425	4259	1430
PDCD5	2227	2122	2018	1861	618	1749	2707	981	1203	752	538	505	267	724	704	239
PDCD6	915	970	1085	1311	1207	867	1040	885	344	352	298	377	463	331	553	269
PDCD6IP	3198	3000	2940	2316	3352	2870	3239	2182	1068	821	942	551	841	663	597	439
PDCD7	824	629	1093	908	1136	1086	1129	783	109	70	92	74	80	71	82	74
PDCL	967	534	1021	1409	1321	963	1114	1432	162	145	120	201	167	129	105	165
PDCL3	533	376	460	352	356	370	681	265	250	447	163	173	190	195	220	91
PDDC1	626	606	805	719	549	802	1055	656	48	38	55	32	22	54	36	56
PDE12	801	593	780	741	730	697	1149	752	295	206	252	251	202	217	267	288
PDE4A	965	502	1291	1842	1541	908	1196	590	85	66	156	123	209	133	131	106
PDE4B	1327	1604	4440	1303	2465	1147	1834	5461	318	533	1022	365	435	207	273	753
PDE4DIP	1252	2651	1698	994	1220	1032	1201	2201	197	610	317	224	193	189	266	412
PDE6B	112	185	282	238	254	278	273	172	62	81	58	59	59	61	74	48
PDE6D	523	438	693	941	985	491	651	580	127	157	85	97	128	83	54	54
PDE7A	10863	6240	7858	3706	4174	8306	11236	3461	319	235	326	211	241	340	535	205
PDE8A	1857	1221	1368	689	1123	1706	1505	157	95	76	102	63	200	189	235	21
PDHA1	1818	1610	2321	2456	2127	2771	2900	2022	388	366	243	249	243	294	274	219
PDHB	1691	1138	2123	2294	2558	1891	2074	2312	334	385	346	315	434	246	226	282
PDHX	717	583	465	356	495	392	630	283	169	160	145	103	150	129	207	89
PDIA3	6769	6585	8060	8927	9671	7951	9677	7034	2295	3079	1385	2112	1710	1734	1639	1022
PDIA4	2553	1556	4152	4179	5806	2982	4009	2994	1360	788	796	1217	1195	662	1026	984
PDIA5	100	320	234	649	668	288	262	384	36	118	40	73	114	47	71	66
PDIA6	5654	4972	8475	7652	9215	7524	6749	6758	1816	2157	1231	1658	1854	1486	1326	1233
PDIK1L	579	384	290	236	261	219	321	418	23	43	29	37	40	34	36	59
PDK1	429	828	349	359	475	541	564	382	44	114	43	55	60	43	46	57
PDK2	494	325	632	1082	417	637	602	885	179	107	142	128	78	83	100	187
PDK3	2065	1707	2025	1324	1447	1686	2046	1742	180	175	124	139	110	129	109	106
PDLIM1	1513	1155	2157	2539	2443	2080	1678	2851	413	407	320	505	424	322	313	553
PDLIM2	947	98	1185	713	722	592	820	307	276	21	222	136	165	182	214	96
PDLIM5	825	591	680	804	744	430	765	640	228	223	196	208	202	134	142	188
PDLIM7	195	258	197	620	604	500	107	254	57	50	41	105	92	97	38	60
PDP1	615	343	595	411	565	664	611	427	74	70	124	83	110	98	79	93
PDP2	1116	720	1330	727	667	1395	1621	1153	37	65	43	45	37	66	49	69
PDPK1	2342	1679	4227	2576	3188	2630	2858	2547	522	329	414	305	276	261	300	231
PDPR	1369	1561	2794	1670	3740	2528	3259	2302	146	225	152	135	166	134	124	108
PDRG1	1018	559	1634	1560	1173	1720	2558	1038	95	67	79	46	53	59	103	36
PDS5A	5918	5918	4238	1855	4252	2925	3920	2819	1113	1005	1208	784	1460	1034	1221	618
PDS5B	2519	2404	1127	798	1123	1073	1078	858	422	535	444	361	554	486	426	259
PDSS1	232	422	201	312	199	415	278	269	28	74	21	45	37	54	47	28
PDSS2	428	263	562	329	400	437	425	368	57	32	49	29	38	32	41	28
PDXDC1	2440	2068	3634	3360	3700	2394	3169	3445	362	414	476	413	519	348	416	429
PDXK	1430	1684	2816	1818	3413	1658	1730	2278	219	291	162	170	233	133	137	162
PDZD11	172	182	255	342	350	335	282	311	71	48	57	48	50	48	44	41
PDZD8	1364	1075	751	608	849	705	1091	492	48	63	85	120	157	123	144	105
PEA15	4030	3388	7585	6642	17741	5757	5663	7043	642	858	950	970	1597	645	564	841
PEAK1	2990	1777	5212	1473	2838	3362	2547	2060	379	153	628	197	309	300	177	256
PEBP1	4085	3551	8603	5320	3355	5092	5671	8068	1077	1167	1171	696	464	692	842	1147
PEF1	3059	1694	4277	2826	1694	2782	3127	3210	1020	507	687	295	172	299	425	536
PELI1	2792	1311	3258	1335	1527	1654	2345	3516	271	149	380	188	182	190	379	316
PELO	299	239	478	387	650	448	472	377	95	75	62	59	78	73	55	49
PELP1	1809	1535	2598	2816	1768	2918	2890	2070	775	510	670	515	394	636	594	768
PEMT	65	87	81	91	71	72	86	55	32	40	30	30	44	49	64	23
PEPD	907	605	1298	1643	1178	1071	1213	1239	431	366	418	387	296	354	463	373
PER1	484	336	666	1101	1781	680	831	443	142	82	188	161	461	147	193	131
PER2	407	244	669	486	391	651	680	503	90	65	98	58	61	85	89	73
PES1	2265	1380	2583	3207	2054	3363	3007	1979	599	538	402	453	396	521	551	430
PET100	409	347	617	489	324	446	447	532	162	177	56	203	70	116	106	87
PEX1	694	759	500	345	535	486	565	585	71	99	100	104	125	132	123	121
PEX11B	1531	633	2126	1455	629	1914	2145	1289	503	184	297	188	106	290	361	207
PEX12	374	188	536	217	238	374	402	197	62	37	67	27	35	58	52	28
PEX13	735	348	625	544	616	601	667	570	101	77	84	77	121	88	106	54
PEX14	390	312	824	815	563	502	721	633	152	88	164	100	93	107	101	169
PEX16	686	431	688	871	736	761	806	624	136	124	156	123	138	183	231	184
PEX19	1329	1119	2354	1942	3431	1990	2409	2031	267	239	226	199	294	166	182	212
PEX2	1872	591	2383	908	1256	1767	2048	1562	100	60	101	59	67	95	175	73
PEX26	764	789	1917	1390	2021	1721	1783	1651	62	47	95	85	89	85	66	153
PEX3	632	328	475	419	408	559	626	446	130	91	115	78	91	106	68	78
PEX5	1818	893	1605	1830	1032	1987	2842	1292	562	221	614	145	191	314	437	285
PEX6	391	362	1754	805	967	1226	2057	956	86	80	262	89	132	181	280	194
PFAS	1602	1634	2174	3020	1598	3508	3305	1217	770	640	481	542	367	720	714	466
PFDN1	937	767	1292	997	1072	1304	1166	1296	162	177	116	177	168	160	100	104
PFDN2	1191	735	1280	1481	1580	1170	1419	799	473	459	244	424	539	437	325	239
