	A	B	C	D
MT1G	0	0	0	0
MT1H	0	0	0	0
MT1HL1	0	0	0	0
MT1IP	0	0	0	0
MT1JP	0	0	0	0
MT1L	0	0	0	0
MT1M	0	0	0	0
MT1X	0	0	0	0
MT2A	5	4	3	4
MT3	0	0	0	0
MT4	0	0	0	0
MTA1	5	9	3	10
MTA2	47	46	39	37
MTA3	8	12	10	13
MTAP	45	31	15	31
MTBP	1	3	0	10
MTCH1	13	24	11	15
MTCH2	10	15	12	10
MTCL1	5	4	6	6
MTCP1	2	5	4	5
MTDH	32	40	21	52
MTERF1	3	4	3	3
MTERF2	42	34	25	31
MTERF3	0	0	1	1
MTERF4	4	16	11	10
MTF1	29	31	25	41
MTF2	4	3	1	6
MTFMT	49	53	35	66
MTFP1	1	1	3	1
MTFR1	7	2	2	1
MTFR1L	38	43	39	50
MTFR2	0	1	0	0
MTG1	0	1	0	0
MTG2	15	26	12	17
MTHFD1	95	101	67	72
MTHFD1L	2	13	6	7
MTHFD2	11	19	10	5
MTHFD2L	1	0	0	0
MTHFD2P1	0	0	0	0
MTHFR	7	10	7	14
MTHFS	0	0	0	0
MTHFSD	2	0	2	1
MTIF2	17	23	12	26
MTIF3	279	350	373	371
MTL5	1	1	0	2
MTM1	1	1	2	1
MTMR1	19	16	13	13
MTMR10	494	605	421	486
MTMR11	2	1	0	0
MTMR12	29	38	16	20
MTMR14	2	11	5	6
MTMR2	26	23	17	23
MTMR3	55	88	1	6
MTMR4	12	12	1	7
MTMR6	2	4	0	0
MTMR7	245	123	147	173
MTMR8	0	1	0	0
MTMR9	26	35	23	22
MTMR9LP	23	24	11	16
MTNR1A	0	0	0	0
MTNR1B	0	0	0	0
MTO1	3	3	3	0
MTOR	8	13	7	10
MTOR-AS1	88	90	96	104
MTPAP	22	20	16	14
MTPN	0	0	0	0
MTR	21	25	8	19
MTRF1	0	0	1	1
MTRF1L	77	61	45	53
MTRNR2L1	5	3	6	5
MTRNR2L10	1	2	0	1
MTRNR2L2	279	208	144	254
MTRNR2L3	4	5	4	2
MTRNR2L4	17	8	8	12
MTRNR2L5	6	8	16	6
MTRNR2L6	0	1	0	0
MTRNR2L7	0	0	0	0
MTRNR2L8	241	233	165	285
MTRNR2L9	0	0	0	0
MTRR	10	16	14	13
MTSS1	56	39	21	36
MTSS1L	8	12	13	4
MTTP	0	0	0	0
MTURN	3	5	5	1
MTUS1	0	0	1	1
MTUS2	6	9	4	3
MTUS2-AS1	0	0	1	1
MTVR2	0	0	0	0
MTX1	319	256	130	132
MTX2	21	20	12	22
MTX3	23	22	18	22
MUC1	0	1	0	1
MUC12	0	0	0	1
MUC13	0	0	0	0
MUC15	2	0	0	0
MUC16	0	0	0	0
MUC17	1	2	0	0
MUC19	1	0	1	0
MUC2	0	0	0	0
MUC20	0	0	0	0
MUC21	0	0	0	0
MUC22	3	2	1	0
MUC3A	0	0	0	0
MUC4	0	1	0	3
MUC5AC	0	0	0	0
MUC5B	4	0	0	2
MUC6	14	35	13	14
MUC7	0	0	0	0
MUCL1	0	0	0	0
MUL1	4	3	2	1
MUM1	3	4	1	1
MUM1L1	0	1	0	0
MURC	10	7	13	6
MUS81	10	5	2	5
MUSK	0	0	0	0
MUSTN1	0	0	0	0
MUT	0	5	0	2
MUTYH	63	101	65	88
MVB12A	2	2	2	1
MVB12B	1	1	0	1
MVD	0	5	4	4
MVK	2	1	2	0
MVP	16	21	7	8
MX1	0	0	1	0
MX2	1	1	3	1
MXD1	3	3	0	1
MXD3	10695	12096	10989	10292
MXD4	2	1	2	1
MXI1	3	3	4	3
MXRA5	0	0	0	0
MXRA7	89	90	52	59
MXRA8	87	105	68	54
MYADM	14	15	10	8
MYADML	3	5	5	5
MYADML2	3	3	3	3
MYB	0	0	0	1
MYBBP1A	37	27	28	43
MYBL1	3	2	2	3
MYBL2	12	18	9	10
MYBPC1	0	0	0	0
MYBPC2	0	0	0	0
MYBPC3	1	0	0	1
MYBPH	4	0	1	1
MYBPHL	0	0	0	0
MYC	0	4	1	3
MYCBP	0	0	0	0
MYCBP2	9	25	7	20
MYCBP2-AS1	152	181	187	200
MYCBPAP	0	0	0	0
MYCL	0	0	0	0
MYCN	0	0	0	0
MYCNOS	0	0	0	0
MYCNUT	0	0	0	0
MYCT1	0	0	0	0
MYD88	9	7	0	5
MYDGF	11	11	4	13
MYEF2	34	34	17	21
MYEOV	3	0	2	1
MYEOV2	2	4	0	0
MYF5	0	0	0	0
MYF6	0	0	0	0
MYH1	134	120	119	132
MYH10	50	79	41	52
MYH11	365	366	324	282
MYH13	444	447	461	427
MYH14	0	0	0	0
MYH15	1	4	1	1
MYH16	2	1	3	0
MYH2	64	71	61	61
MYH3	229	232	166	186
MYH4	93	77	77	81
MYH6	0	0	0	0
MYH7	0	0	0	0
MYH7B	94	119	78	88
MYH8	135	145	124	131
MYH9	296	272	153	212
MYHAS	0	2	0	1
MYL1	0	0	0	0
MYL10	2	2	2	2
MYL12A	15	24	5	13
MYL12B	6	17	5	6
MYL2	0	0	0	0
MYL3	0	0	0	0
MYL4	0	0	0	0
MYL5	0	0	0	1
MYL6	131	185	99	109
MYL6B	69	83	39	55
MYL7	0	0	0	0
MYL9	2	3	3	3
MYLIP	0	0	0	0
MYLK	18	25	13	17
MYLK-AS1	104	102	82	67
MYLK-AS2	0	0	0	0
MYLK2	0	0	0	0
MYLK3	82	91	51	67
MYLK4	0	1	0	0
MYLPF	1	3	1	0
MYNN	11	6	5	8
MYO10	30	34	26	39
MYO15A	0	2	0	1
MYO15B	2	6	5	6
MYO16	0	0	0	0
MYO16-AS1	0	0	0	0
MYO18A	2	18	4	12
MYO18B	0	0	0	0
MYO19	117	180	119	130
MYO1A	0	0	0	0
MYO1B	12	36	29	38
MYO1C	32	33	17	28
MYO1D	2	0	0	2
MYO1E	73	102	52	60
MYO1F	5	3	5	2
MYO1G	0	0	0	0
MYO1H	28	17	12	18
MYO3A	0	0	0	0
MYO3B	7	10	4	2
MYO5A	11	17	9	13
MYO5B	10	9	7	4
MYO5C	6	4	2	8
MYO6	12	18	6	11
MYO7A	0	0	0	0
MYO7B	2	0	0	0
MYO9A	3	10	0	3
MYO9B	21	19	8	13
MYOC	1	0	0	0
MYOCD	0	0	0	0
MYOD1	0	0	0	0
MYOF	92	149	48	71
MYOG	0	0	0	0
MYOM1	0	0	0	0
MYOM2	1	0	0	3
MYOM3	7	7	6	3
MYOT	42	43	24	47
MYOZ1	0	0	0	0
MYOZ2	0	0	0	0
MYOZ3	6	4	6	3
MYPN	1	3	0	0
MYPOP	1	6	1	5
MYRF	21	33	29	21
MYRFL	0	0	0	0
MYRIP	1	0	0	0
MYSM1	8	6	3	5
MYT1	0	0	0	1
MYT1L	0	0	0	0
MYT1L-AS1	0	0	0	0
MYZAP	0	0	0	0
MZB1	0	0	0	0
MZF1	24	22	14	18
MZF1-AS1	292	358	290	281
MZT1	1	1	1	1
MZT2A	5	3	5	8
MZT2B	92	85	75	69
N4BP1	13	8	11	9
N4BP2	8	6	7	6
N4BP2L1	0	3	0	1
N4BP2L2	8	7	10	9
N4BP2L2-IT2	0	1	0	0
N4BP3	1	5	1	1
N6AMT1	0	0	0	0
N6AMT2	1	1	1	2
NAA10	5	8	8	5
NAA11	0	0	0	0
NAA15	11	11	12	10
NAA16	17	8	11	13
NAA20	67	72	38	50
NAA25	7	12	5	5
NAA30	8	12	3	10
NAA35	11	3	12	3
NAA38	9	8	8	12
NAA40	4	12	9	7
NAA50	35	37	17	30
NAA60	3	1	2	2
NAAA	6	13	6	8
NAALAD2	102	52	34	39
NAALADL1	11	14	23	14
NAALADL2	0	0	0	0
NAALADL2-AS1	0	0	0	0
NAALADL2-AS2	0	0	0	0
NAALADL2-AS3	0	0	0	0
NAB1	9	4	0	5
NAB2	41	34	41	23
NABP1	9	15	9	13
NABP2	12	16	12	8
NACA	27	55	25	48
NACA2	0	0	0	0
NACAD	0	0	1	0
NACAP1	2	0	2	0
NACC1	26	43	21	37
NACC2	8	11	6	8
NADK	6	10	1	3
NADK2	22	18	11	16
NADSYN1	1	0	1	0
NAE1	7	6	7	5
NAF1	2	5	2	0
NAGA	2	2	2	2
NAGK	9	25	12	20
NAGLU	2	1	0	1
NAGPA	1	0	1	0
NAGPA-AS1	14	32	18	15
NAGS	9	15	12	11
NAIF1	20	23	13	12
NAIP	225	242	140	158
NALCN	1	2	2	1
NALCN-AS1	13	13	22	21
NAMA	0	0	0	0
NAMPT	14	27	16	22
NANOG	17	7	5	3
NANOGNB	5	4	3	2
NANOS1	156	217	168	176
NANOS2	0	0	0	0
NANOS3	0	0	0	0
NANP	8	4	3	2
NANS	119	138	136	144
NAP1L1	139	193	115	176
NAP1L2	1	2	0	1
NAP1L3	0	0	1	2
NAP1L4	28	62	15	32
NAP1L5	3	3	4	0
NAP1L6	21	6	19	16
NAPA	12	12	5	9
NAPA-AS1	539	546	516	514
NAPB	1	3	3	0
NAPEPLD	330	267	297	320
NAPG	7	1	4	1
NAPRT	0	1	0	0
NAPSA	0	0	0	0
NAPSB	0	0	0	0
NARF	4	9	6	9
NARFL	4	4	6	5
NARR	0	0	0	0
NARS	61	49	32	52
NARS2	2	1	1	0
NASP	74	128	56	76
NAT1	0	1	1	1
NAT10	18	21	11	17
NAT14	6	7	4	9
NAT16	2	2	1	1
NAT2	0	0	0	0
NAT6	0	0	0	0
NAT8	0	3	4	1
NAT8B	0	0	0	0
NAT8L	0	0	0	0
NAT9	4	8	1	3
NATD1	9	14	13	18
NAV1	43	62	38	58
NAV2	20	35	25	18
NAV2-AS2	251	235	208	231
NAV2-AS4	0	0	0	0
NAV2-AS5	0	0	0	0
NAV3	4	3	2	4
NBAS	17	16	6	8
NBAT1	6	14	5	10
NBEA	2	8	0	2
NBEAL1	0	0	0	2
NBEAL2	1	2	4	2
NBEAP1	0	0	0	0
NBL1	0	0	0	0
NBN	12	11	4	18
NBPF1	3	4	1	5
NBPF10	0	1	0	0
NBPF11	3	0	1	3
NBPF12	0	0	0	0
NBPF13P	0	0	0	0
NBPF14	0	0	0	0
NBPF15	12	26	15	7
NBPF18P	0	0	0	0
NBPF20	0	1	0	0
NBPF22P	5	3	4	1
NBPF25P	0	0	1	1
NBPF3	0	1	0	1
NBPF4	6	2	1	1
NBPF6	7	4	6	7
NBPF7	2	1	1	0
NBPF8	0	0	0	0
NBPF9	0	0	0	0
NBR1	19	40	15	29
NBR2	1	3	2	1
NCALD	0	0	0	0
NCAM1	28	41	17	19
NCAM1-AS1	192	193	140	138
NCAM2	0	0	0	0
NCAN	0	0	0	0
NCAPD2	64	69	37	40
NCAPD3	13	16	7	6
NCAPG	126	93	100	106
NCAPG2	11	14	10	7
NCAPH	12	17	7	12
NCAPH2	1221	1307	1452	1258
NCBP1	120	104	80	91
NCBP2	117	179	58	117
NCBP2-AS2	2	1	2	0
NCCRP1	7	6	9	14
NCDN	5	8	8	3
NCEH1	3	6	2	3
NCF1	0	0	0	0
NCF1B	0	0	0	0
NCF1C	0	0	0	0
NCF2	1	0	0	2
NCF4	0	0	0	0
NCK1	2	4	7	3
NCK1-AS1	16	6	7	9
NCK2	9	19	7	10
NCKAP1	19	40	14	36
NCKAP1L	0	0	0	0
NCKAP5	3	2	1	1
NCKAP5L	4	5	0	1
NCKIPSD	1	4	2	1
NCL	485	840	392	553
NCLN	26	44	34	29
NCMAP	30	21	27	20
NCOA1	5	1	6	3
NCOA2	2	5	1	2
NCOA3	18	17	9	13
NCOA4	369	263	225	271
NCOA5	8	11	12	11
NCOA6	10	5	8	5
NCOA7	8	11	8	7
NCOA7-AS1	0	0	0	2
NCOR1	62	76	47	44
NCOR1P1	0	0	0	0
NCOR2	67	46	45	61
NCR1	0	0	0	0
NCR2	0	0	0	0
NCR3	0	0	0	0
NCR3LG1	3	3	3	4
NCRNA00250	0	0	0	0
NCRUPAR	8	5	3	6
NCS1	15	28	10	19
NCSTN	6	6	5	2
NDC1	6	12	1	11
NDC80	4	5	3	1
NDE1	1	6	3	3
NDEL1	5	4	6	4
NDFIP1	11	18	3	5
NDFIP2	2	2	1	0
NDFIP2-AS1	1	0	1	0
NDN	0	0	0	0
NDNF	0	0	0	0
NDNL2	10	8	2	4
NDOR1	2	0	0	3
NDP	0	0	0	0
NDRG1	43	43	24	32
NDRG2	1	0	0	0
NDRG3	8	6	10	13
NDRG4	61	75	76	57
NDST1	27	14	9	19
NDST2	6	5	4	4
NDST3	9	7	5	9
NDST4	0	0	0	0
NDUFA1	5	16	9	12
NDUFA10	5	13	4	4
NDUFA11	8	7	5	7
NDUFA12	36	53	50	47
NDUFA13	10	5	5	5
NDUFA2	74	47	54	51
NDUFA3	1	5	1	1
NDUFA4	6	7	3	4
NDUFA4L2	4	4	11	6
NDUFA5	5	8	2	1
NDUFA6	11	10	8	6
NDUFA6-AS1	0	8	4	8
NDUFA7	0	0	0	1
NDUFA8	4	7	2	6
NDUFA9	5	3	1	1
NDUFAB1	3	4	1	1
NDUFAF1	9	5	10	15
NDUFAF2	12	14	3	10
NDUFAF3	4	11	6	13
NDUFAF4	3	1	0	3
NDUFAF4P1	0	0	0	0
NDUFAF5	3	8	5	1
NDUFAF6	0	1	0	1
NDUFAF7	13	16	5	7
NDUFB1	3	3	6	6
NDUFB10	12	14	9	15
NDUFB11	30	35	27	29
NDUFB2	2	9	7	1
NDUFB2-AS1	133	183	84	178
NDUFB3	3	2	0	0
NDUFB4	3	3	3	2
NDUFB5	8	6	2	4
NDUFB6	7	2	1	3
NDUFB7	6	2	3	0
NDUFB8	9	8	7	5
NDUFB9	14	14	15	7
NDUFC1	0	2	0	2
NDUFC2	6	4	5	11
NDUFC2-KCTD14	0	0	0	0
NDUFS1	16	28	14	14
NDUFS2	17	37	11	24
NDUFS3	2	0	0	1
NDUFS4	3	4	1	0
NDUFS5	16	26	19	16
NDUFS6	16	15	5	11
NDUFS7	4	4	4	6
NDUFS8	1	2	0	0
NDUFV1	14	12	7	12
NDUFV2	5	7	3	0
NDUFV2-AS1	9	4	4	9
NDUFV3	11	14	15	21
NEAT1	40	57	28	22
NEB	56	48	39	46
NEBL	0	0	0	0
NEBL-AS1	0	0	0	0
NECAB1	714	333	350	343
NECAB2	0	0	0	0
NECAB3	1	0	0	1
NECAP1	5	7	4	4
NECAP2	28	57	29	19
NEDD1	0	3	1	1
NEDD4	11	29	8	12
NEDD4L	23	23	12	21
NEDD8	1	2	0	0
NEDD8-MDP1	0	0	0	0
NEDD9	7	10	2	5
NEFH	15	10	7	10
NEFL	86	122	61	64
NEFM	8	13	3	6
NEGR1	3	4	1	1
NEGR1-IT1	0	0	0	0
NEIL1	60	98	78	98
NEIL2	8	6	5	11
NEIL3	1	2	4	1
NEK1	4	4	6	2
NEK10	1	1	1	1
NEK11	1	3	0	2
NEK2	6	15	10	14
NEK3	0	0	0	0
NEK4	20	27	17	29
NEK5	103	131	88	85
NEK6	12	7	14	17
NEK7	2	5	0	3
NEK8	9	11	10	11
NEK9	14	23	13	11
NELFA	7	3	4	2
NELFB	7	7	8	9
NELFCD	97	125	90	102
NELFE	78	118	48	62
NELL1	0	0	0	0
NELL2	0	1	0	0
NEMF	30	39	14	31
NEMP1	6	6	2	2
NEMP2	8	16	11	10
NENF	2	5	1	0
NEO1	0	0	0	0
NES	269	316	169	205
NET1	16	27	8	15
NETO1	1	4	0	1
NETO2	5	18	5	9
NEU1	1	2	2	3
NEU2	0	0	0	0
NEU3	1	1	2	0
NEU4	0	0	1	0
NEURL1	61	66	62	56
NEURL1-AS1	0	0	0	0
NEURL1B	0	2	0	0
NEURL2	9	15	11	5
NEURL3	0	0	0	0
NEURL4	6	7	4	10
NEUROD1	0	0	0	0
NEUROD2	0	0	1	0
NEUROD4	0	0	0	0
NEUROD6	0	0	0	0
NEUROG1	0	0	0	0
NEUROG2	0	0	0	0
NEUROG3	0	0	0	0
NEXN	26	28	16	30
NEXN-AS1	38	33	29	37
NF1	23	19	22	15
NF1P2	0	0	0	0
NF2	81	72	46	47
NFAM1	13	10	6	13
NFASC	7	18	0	8
NFAT5	56	50	32	36
NFATC1	1	6	0	0
NFATC2	111	74	42	43
NFATC2IP	11	19	12	11
NFATC3	8	10	10	10
NFATC4	0	0	0	0
NFE2	0	0	0	0
NFE2L1	63	68	28	53
NFE2L2	30	30	9	13
NFE2L3	214	231	157	147
NFIA	0	0	0	0
NFIA-AS1	0	0	0	0
NFIA-AS2	1	0	1	0
NFIB	5	0	1	2
NFIC	21	8	14	14
NFIL3	9	8	1	8
NFIX	27	18	20	8
NFKB1	18	18	8	16
NFKB2	27	30	19	20
NFKBIA	13	32	19	22
NFKBIB	33	27	18	19
NFKBID	0	0	1	0
NFKBIE	0	0	1	1
NFKBIL1	6	6	4	6
NFKBIZ	3	2	0	4
NFRKB	1	6	0	1
NFS1	16	13	8	7
NFU1	6	8	4	5
NFX1	28	36	22	33
NFXL1	3	0	0	3
NFYA	45	60	39	46
NFYB	8	5	3	8
NFYC	16	25	12	14
NFYC-AS1	119	131	87	109
NGB	0	0	0	0
NGDN	4	11	8	13
NGEF	5	4	3	5
NGF	0	0	0	0
NGFR	79	94	51	105
NGFRAP1	96	181	82	85
NGLY1	4	7	5	5
NGRN	10	24	10	9
NHEG1	0	0	0	1
NHEJ1	1	4	0	0
NHLH1	0	0	0	0
NHLH2	0	0	0	0
NHLRC1	10	8	5	4
NHLRC2	3	3	7	2
NHLRC3	3	4	2	0
NHLRC4	0	0	0	0
NHP2	95	86	74	70
NHP2L1	12	21	17	21
NHS	4	5	0	1
NHS-AS1	0	0	0	2
NHSL1	2	3	2	5
NHSL2	0	1	0	0
NICN1	30	29	23	23
NID1	12	12	5	3
NID2	70	58	50	53
NIF3L1	10	15	7	12
NIFK	4	9	5	1
NIFK-AS1	957	896	1030	1074
NIM1K	0	1	0	0
NIN	10	25	11	16
NINJ1	2	2	0	2
NINJ2	4	5	5	1
NINL	1	4	1	1
NIP7	9	21	13	10
NIPA1	6	9	2	10
NIPA2	82	79	35	44
NIPAL1	1	2	1	0
NIPAL2	0	1	0	0
NIPAL3	6	13	10	13
NIPAL4	3	4	3	4
NIPBL	23	35	15	29
NIPBL-AS1	16	11	8	10
NIPSNAP1	20	27	20	19
NIPSNAP3A	3	1	1	5
NIPSNAP3B	0	0	0	0
NISCH	5	6	5	3
NIT1	711	780	679	629
NIT2	7	9	2	3
NKAIN1	0	0	0	0
NKAIN2	0	0	1	3
NKAIN3	0	0	0	0
NKAIN4	0	0	0	0
NKAP	0	0	0	1
NKAPL	0	0	0	0
NKAPP1	1	0	0	1
NKD1	2	1	2	4
NKD2	0	0	0	0
NKG7	2	1	3	1
NKILA	49	43	41	75
NKIRAS1	24	30	16	27
NKIRAS2	14	13	8	12
NKPD1	19	11	13	16
NKRF	11	9	6	4
NKTR	61	59	48	42
NKX1-1	0	0	0	0
NKX1-2	0	0	0	0
NKX2-1	0	0	0	0
NKX2-1-AS1	0	2	4	1
NKX2-2	1	0	0	1
NKX2-3	0	0	0	0
NKX2-4	1	0	0	0
NKX2-5	0	0	0	0
NKX2-6	0	0	1	1
NKX2-8	0	0	0	0
NKX3-1	7	7	3	4
NKX3-2	0	0	0	0
NKX6-1	3	2	3	2
NKX6-2	1	0	0	0
NKX6-3	0	0	0	0
NLE1	1	2	3	0
NLGN1	0	0	0	0
NLGN1-AS1	1	1	1	0
NLGN2	6	10	4	5
NLGN3	0	0	0	0
NLGN4X	6	8	2	15
NLGN4Y	0	1	0	0
NLGN4Y-AS1	0	0	0	0
NLK	4	10	1	4
NLN	50	49	25	38
NLRC3	42	39	39	32
NLRC4	39	40	23	27
NLRC5	2	1	0	0
NLRP1	2	4	0	0
NLRP10	0	0	0	0
NLRP11	1	1	0	1
NLRP12	18	19	13	19
NLRP13	0	0	0	0
NLRP14	0	0	0	0
NLRP2	0	0	0	0
NLRP3	7	8	4	4
NLRP4	0	0	0	0
NLRP5	0	0	0	0
NLRP6	0	0	1	0
NLRP7	0	0	0	0
NLRP8	9	6	5	3
NLRP9	27	46	24	29
NLRX1	0	0	1	1
NMB	0	1	0	0
NMBR	0	0	2	0
NMD3	6	8	8	7
NME1	4	16	3	6
NME1-NME2	0	0	0	0
NME2	0	0	1	0
NME3	2	3	3	4
NME4	2	13	6	6
NME5	0	0	0	0
NME6	38	37	19	20
NME7	70	26	24	26
NME8	0	0	0	0
NME9	25	25	21	28
NMI	1	4	1	3
NMNAT1	48	54	34	37
NMNAT2	1	1	2	1
NMNAT3	1	1	1	1
NMRAL1	1	1	4	3
NMRK1	1	0	0	0
NMRK2	0	0	0	0
NMS	0	0	0	0
NMT1	37	56	21	21
NMT2	64	81	63	71
NMU	0	0	0	0
NMUR1	9	10	9	10
NMUR2	0	0	0	0
NNAT	52	50	39	47
NNMT	3	6	3	5
NNT	22	32	21	14
NNT-AS1	31	34	21	33
NOA1	1	3	1	4
NOB1	27	31	25	18
NOBOX	0	0	0	0
NOC2L	38	40	25	24
NOC3L	13	7	9	5
NOC4L	0	0	0	0
NOCT	29	21	22	21
NOD1	8	17	11	10
NOD2	0	0	0	0
NODAL	2	2	0	0
NOG	0	0	0	0
NOL10	7	22	10	10
NOL11	2	1	0	2
NOL12	14	12	8	7
NOL3	57	64	43	50
NOL4	0	0	0	0
NOL4L	14	14	14	17
NOL6	9	6	14	13
NOL7	17	12	10	10
NOL8	7	18	9	5
NOL9	83	86	72	65
NOLC1	63	76	52	78
NOM1	40	45	29	33
NOMO1	6	16	10	9
NOMO2	16	18	15	12
NOMO3	10	19	7	13
NONO	113	179	77	126
NOP10	2	6	3	2
NOP14	103	88	66	74
NOP14-AS1	597	593	605	628
NOP16	45	46	33	44
NOP2	20	35	14	15
NOP56	48	75	39	62
NOP58	22	30	13	34
NOP9	15	15	7	19
NOS1	8	7	8	10
NOS1AP	2	1	0	0
NOS2	0	0	0	0
NOS3	1	2	2	1
NOSIP	5	6	6	5
NOSTRIN	133	121	81	108
NOTCH1	4	4	3	4
NOTCH2	28	35	21	26
NOTCH2NL	10	9	4	3
NOTCH3	0	0	0	0
NOTCH4	0	3	1	2
NOTO	0	0	0	0
NOTUM	0	0	0	0
NOV	2	0	0	0
NOVA1	1	0	0	2
NOVA2	0	0	1	1
NOX1	61	18	37	31
NOX3	0	0	0	0
NOX4	5	18	6	8
NOX5	1	0	3	1
NOXA1	1	0	0	1
NOXO1	202	222	254	253
NOXRED1	7	6	10	18
NPAP1	21	31	24	28
NPAS1	0	0	0	0
NPAS2	13	19	14	13
NPAS3	1	0	0	0
NPAS4	0	0	0	0
NPAT	2	4	5	3
NPB	179	138	103	107
NPBWR1	1	1	0	0
NPBWR2	0	0	0	0
NPC1	113	137	91	123
NPC1L1	0	1	2	0
NPC2	2	3	1	2
NPDC1	1	2	0	3
NPEPL1	0	0	0	0
NPEPPS	13	14	11	7
NPFF	0	0	0	0
NPFFR1	0	0	0	0
NPFFR2	6	4	2	3
NPHP1	1	1	0	2
NPHP3	9	8	3	5
NPHP3-ACAD11	0	0	0	0
NPHP3-AS1	3	5	3	4
NPHP4	0	2	0	0
NPHS1	13	12	7	12
NPHS2	0	0	0	0
NPIPA1	10	7	2	8
NPIPA2	0	0	0	0
NPIPA3	0	0	0	0
NPIPA5	0	0	0	0
NPIPA7	0	0	0	0
NPIPA8	0	0	0	0
NPIPB11	1	0	0	0
NPIPB15	0	0	0	0
NPIPB3	6	3	2	2
NPIPB4	2	0	0	0
NPIPB5	6	6	2	1
NPIPB6	1	0	0	1
NPIPB8	0	0	0	0
NPIPB9	0	1	0	0
NPL	0	2	2	1
NPLOC4	33	42	27	21
NPM1	390	852	445	549
NPM2	0	0	0	0
NPM3	4	3	4	5
NPNT	0	0	0	0
NPPA	4	3	3	2
NPPA-AS1	0	0	0	0
NPPB	0	0	0	0
NPPC	0	0	0	0
NPR1	0	0	0	0
NPR2	8	10	8	7
NPR3	0	0	0	1
NPRL2	40	27	28	37
NPRL3	86	77	76	95
NPS	0	0	0	0
NPSR1	0	1	0	0
NPSR1-AS1	0	0	0	0
NPTN	8	15	5	6
NPTN-IT1	0	0	0	0
NPTX1	0	0	0	0
NPTX2	0	0	0	0
NPTXR	7	10	4	2
NPVF	0	0	0	0
NPW	0	1	0	0
NPY	0	0	0	0
NPY1R	1	0	0	0
NPY2R	0	0	0	0
NPY4R	0	0	0	0
NPY5R	0	0	0	0
NPY6R	4	1	2	1
NQO1	31	62	40	39
NQO2	132	136	107	127
NR0B1	0	0	0	0
NR0B2	0	0	0	0
NR1D1	64	61	46	40
NR1D2	8	18	17	17
NR1H2	16	21	10	13
NR1H3	47	64	39	65
NR1H4	0	0	2	0
NR1I2	0	1	0	1
NR1I3	317	380	403	357
NR2C1	4	20	3	9
NR2C2	892	1004	712	819
NR2C2AP	595	607	667	636
NR2E1	3	5	1	1
NR2E3	2	1	7	0
NR2F1	15	11	9	6
NR2F1-AS1	2	7	1	1
NR2F2	29	10	10	14
NR2F2-AS1	2	6	4	4
NR2F6	7	4	4	4
NR3C1	7	17	3	13
NR3C2	2	3	3	2
NR4A1	0	2	2	0
NR4A2	0	1	0	1
NR4A3	0	0	1	0
NR5A1	0	0	0	0
NR5A2	0	0	0	0
NR6A1	1	0	2	0
NRADDP	3	6	3	0
NRAP	0	0	0	0
NRARP	0	0	0	0
NRAS	12	7	5	7
NRAV	3	3	5	1
NRBF2	5	7	3	3
NRBP1	19	31	23	19
NRBP2	2	0	4	1
NRCAM	0	0	0	0
NRD1	121	116	67	97
NRDE2	5	0	1	0
NREP	15	32	13	15
NREP-AS1	0	0	0	0
NRF1	3	4	4	5
NRG1	1	2	0	1
NRG1-IT1	0	0	0	0
NRG1-IT3	0	0	0	0
NRG2	0	1	0	2
NRG3	0	0	0	0
NRG3-AS1	0	0	0	0
NRG4	49	36	36	35
NRGN	4	2	1	2
NRIP1	7	9	6	8
NRIP2	153	159	100	113
NRIP3	33	25	17	42
NRIR	0	0	0	0
NRK	0	1	0	0
NRL	0	0	0	0
NRM	15	16	7	10
NRN1	6	7	8	2
NRN1L	0	0	0	0
NRON	1	8	5	4
NRP1	96	162	78	112
NRP2	42	68	26	28
NRROS	1	0	0	0
NRSN1	15	21	18	15
NRSN2	11	8	5	9
NRSN2-AS1	0	1	0	0
NRTN	0	0	0	0
NRXN1	0	0	2	0
NRXN2	0	2	0	0
NRXN3	0	0	0	0
NSA2	44	90	40	66
NSD1	14	23	14	7
NSDHL	6	13	7	5
NSF	5	9	3	1
NSFL1C	14	26	21	21
NSFP1	0	0	0	0
NSG1	12	15	13	15
NSL1	14	14	8	16
NSMAF	20	33	25	15
NSMCE1	2	1	4	2
NSMCE2	8	14	8	6
NSMCE4A	1	8	3	6
NSMF	11	17	8	19
NSRP1	13	4	3	8
NSUN2	29	52	25	45
NSUN3	0	1	0	1
NSUN4	22	22	18	20
NSUN5	348	253	294	281
NSUN5P1	39	44	41	30
NSUN5P2	31	35	31	24
NSUN6	2	2	1	2
NSUN7	1	3	0	1
NT5C	9	7	3	4
NT5C1A	0	0	0	0
NT5C1B	0	0	0	0
NT5C1B-RDH14	0	0	0	0
NT5C2	38	32	29	39
NT5C3A	6	3	4	5
NT5C3B	10	19	7	8
NT5DC1	4	0	0	1
NT5DC2	11	9	9	9
NT5DC3	30	28	15	26
NT5E	43	57	30	30
NT5M	0	0	0	0
NTAN1	6	7	10	3
NTF3	0	0	0	0
NTF4	10	10	10	9
NTHL1	1	2	4	3
NTM	44	39	26	33
NTM-IT	0	0	0	0
NTMT1	399	461	414	399
NTN1	7	2	8	5
NTN3	3	7	4	0
NTN4	0	1	1	1
NTN5	0	0	0	0
NTNG1	0	0	0	0
NTNG2	0	0	0	0
NTPCR	13	16	9	5
NTRK1	0	0	0	0
NTRK2	1	0	0	0
